dataset_idx,statement,generated_with,eval_text,eval_image,eval_both
63,"The pig is depicted in a more realistic color scheme, while the goat is depicted in a more muted, rusty color scheme",image,both,both,both
63,Both scenes have a rustic and weathered look to them.,both,both,both,both
63,Both the pig and the goat are made of metal and have been weathered by the elements.,both,one,both,both
63,"Both animals are attached to a wall or fence, with the pig being attached to a wall and the goat leaning against a fence.",both,both,both,both
63,Both animals have been labeled with text to identify their body parts.,both,one,one,both
63,"Both animals have a unique feature that is highlighted, with the pig having text all over it and the goat having a single horn and a brown goatee.",both,both,both,both
64,Both scenes have a textured surface.,text,both,both,both
64,Both scenes have markings on the surface.,text,both,both,both
64,Both scenes have a vertical element.,text,both,one,both
64,Both scenes have a crack in the surface.,text,one,one,both
64,Both scenes have a sense of age or wear.,text,both,both,both
64,Both images feature a wooden surface.,image,one,both,both
64,Both images have white markings on the wood.,image,unknown,one,both
64,The white markings are made with chalk.,image,both,both,both
64,"The markings are written in a casual, hand-drawn style.",image,both,both,both
64,"The markings include letters and symbols, such as hearts and the letter ""S"".",image,both,both,both
64,Both scenes have white text or markings on a surface.,both,both,both,both
64,Both scenes have a rough texture to the surface.,both,both,both,both
64,Both scenes have some form of writing or engraving on the surface.,both,both,both,both
64,Both scenes have a sense of age or wear to the surface.,both,both,both,both
64,Both scenes have a sense of being outdoors or exposed to the elements.,both,both,both,both
65,Both scenes are close-up shots.,text,both,both,both
65,Both scenes have a wooden surface.,text,one,both,both
65,Both scenes have a dark background.,text,one,both,both
65,Both scenes have a central object with a distinct shape.,text,both,both,both
65,Both scenes have a text or symbol on the central object.,text,both,both,both
65,Both images feature a toilet paper roll.,image,one,one,both
65,The toilet paper in both images is white.,image,one,both,both
65,The toilet paper is placed on a holder.,image,both,both,both
65,The toilet paper is in a horizontal position.,image,both,both,both
65,"The word ""Lucky"" is present in both images, although it is only visible in the left image.",image,one,one,one
65,"Both scenes have a white element, either the fabric or the toilet paper.",both,both,both,both
65,"Both have a black element, either the text on the fabric or the tissue holder.",both,both,both,both
65,"Both have a wooden element, either the fabric or the tissue holder.",both,both,both,both
65,"Both have a gray element, either the text on the fabric or the wall.",both,both,both,both
65,"Both have a heart shape, either the text on the fabric or the toilet paper.",both,one,both,both
66,Both scenes have a book-related theme.,text,both,both,both
66,Both scenes have a sign or display.,text,both,both,both
66,"Both scenes have a decorative element (gold stars in Scene 1, blow up pictures in Scene 2).",text,both,both,both
66,"Both scenes have a background element (royal blue poster board in Scene 1, white cement bricks in Scene 2).",text,both,both,both
66,"Both scenes have a contrasting color scheme (charcoal gray and gold in Scene 1, dark brown and white in Scene 2).",text,both,both,both
66,Both images feature a bookshelf with books.,image,one,both,both
66,The bookshelves are wooden and have a similar design.,image,one,both,both
66,The books on the shelves are arranged in a similar manner.,image,one,both,both
66,Both images have a sign or label on the bookshelf.,image,both,both,both
66,The signs are placed in a similar position on the bookshelf.,image,one,both,both
66,Both scenes have a book-related theme.,both,both,both,both
66,Both scenes have a sign or a board with a message related to books.,both,both,both,both
66,Both scenes have a decorative element related to stars.,both,both,both,both
66,Both scenes have a bookshelf or a representation of a bookshelf.,both,both,both,both
66,Both scenes have a wall as a background.,both,both,both,both
67,Both scenes feature a blue painted wooden surface.,text,both,both,both
67,Both scenes have pink painted text.,text,both,one,both
67,Both scenes have a hand-drawn element.,text,both,both,both
67,Both scenes have a cartoonish element.,text,both,both,both
67,Both scenes have a wooden platform or table top.,text,both,both,both
67,Both images feature a blue wooden surface.,image,both,both,both
67,Both images have a drawing of a face on the surface.,image,both,both,both
67,Both images have a handwritten message.,image,both,both,both
67,The handwriting in both images is in the same color as the drawings.,image,one,both,both
67,"The drawings and handwriting are both in a similar style, suggesting they were done by the same person.",image,both,both,both
67,Both scenes feature a blue wooden surface.,both,both,both,both
67,Both scenes have pink text and drawings.,both,both,both,both
67,Both scenes have a hand-drawn element.,both,both,both,both
67,Both scenes have a playful or whimsical tone.,both,both,both,both
67,"Both scenes have a sense of community or invitation, as indicated by the text in Scene 1 and the cartoonish nature of the drawing in Scene 2.",both,both,both,both
68,Both scenes have a close-up view of a face.,text,both,both,both
68,Both scenes have a brown background.,text,both,both,both
68,Both scenes have a decorative element.,text,both,both,both
68,Both scenes have a text element.,text,both,one,both
68,Both scenes have a light source illuminating the view.,text,both,both,both
68,Both images feature a man's face.,image,one,one,both
68,Both images have a yellow color scheme.,image,one,both,both
68,Both images have a decorative border.,image,one,both,both
68,Both images have a name associated with them.,image,one,both,both
68,Both images are attached to a wall.,image,both,both,both
68,Both scenes have a human face as the central focus.,both,both,both,both
68,"Both scenes have a decorative element, with the first scene having a yellow border design and the second scene having a golden statue.",both,both,both,both
68,"Both scenes have a name or title associated with the face, with the first scene having the word ""Gent"" and the second scene having the number ""07"".",both,both,both,both
68,"Both scenes have a background that is not the main focus, with the first scene having a brown wall and the second scene having a brown marble wall.",both,both,both,both
68,Both scenes have a light source illuminating the view from the left.,both,both,both,both
69,Both scenes have a nighttime setting.,text,both,both,both
69,Both scenes have a large structure (apple sculpture and building) as the main focus.,text,both,both,both
69,Both scenes have red and blue lights.,text,both,both,both
69,Both scenes have a traffic light pole with a green street sign.,text,one,one,both
69,Both scenes have a vehicle (ambulance and minivan) with its lights on.,text,both,both,both
69,"Both images feature a large, eye-catching object in the foreground.",image,both,one,both
69,"Both images have a vehicle with its lights on, indicating it is either moving or parked.",image,both,one,both
69,Both images have traffic lights visible in the scene.,image,one,both,both
69,Both images have a building in the background.,image,both,one,both
69,"Both images are taken at night, as indicated by the dark sky and artificial lighting.",image,both,both,both
69,Both scenes are set at night.,both,both,both,both
69,Both scenes have traffic lights.,both,one,both,both
69,Both scenes have a vehicle with red and blue lights.,both,both,one,both
69,Both scenes have a building in the background.,both,both,one,both
69,Both scenes have a road or street in the foreground.,both,both,both,both
70,Both scenes have a neon sign as a main feature.,text,both,both,both
70,Both scenes have a red color theme.,text,both,one,both
70,Both scenes have string lights as a secondary light source.,text,both,one,both
70,Both scenes have a metal pole or beam as a structural element.,text,both,one,both
70,Both scenes have a dark background with the neon sign being the main source of light.,text,both,both,both
70,"Both signs are neon and have a bright, eye-catching appearance.",image,both,both,both
70,Both signs are designed to attract attention and are likely used for advertising purposes.,image,both,both,both
70,"Both signs are suspended from the ceiling, indicating they are part of a larger structure or building.",image,both,both,both
70,"Both signs have a bold, capitalized font, which is common in advertising to ensure visibility and readability.",image,both,both,both
70,"Both signs are illuminated, suggesting they are meant to be visible at night or in low-light conditions.",image,both,both,both
70,Both signs are neon and have a bright white lettering.,both,one,one,both
70,Both signs are suspended in the air.,both,both,both,both
70,Both signs have a red background.,both,both,one,both
70,Both signs have a horizontal metal beam above them.,both,one,one,both
70,Both signs have string lights behind them.,both,one,one,both
71,Both scenes have a central figure or object that is the focus of the scene.,text,both,both,both
71,Both scenes have a sense of fantasy or magic.,text,both,both,both
71,Both scenes have a sense of movement or action.,text,one,one,both
71,Both scenes have a sense of color and design.,text,both,both,both
71,Both scenes have a sense of light and shadow.,text,both,both,both
71,Both images feature a prominent display of toys.,image,one,both,both
71,The toy displays are designed to attract attention and are likely intended for children.,image,both,both,both
71,The use of bright colors and lights is a common theme in both images.,image,both,both,both
71,The displays are set up in a way that suggests they are part of a larger event or attraction.,image,both,both,both
71,The presence of a toy display suggests a festive or celebratory atmosphere.,image,both,both,both
71,Both scenes have a focus on a magical or mystical theme.,both,both,both,both
71,Both scenes have a sign or text that is central to the scene.,both,both,both,both
71,Both scenes have a red and white color scheme.,both,both,both,both
71,Both scenes have a sense of whimsy or fantasy.,both,both,both,both
71,"Both scenes have a sense of being part of a larger event or setting, such as a carnival or a themed attraction.",both,both,both,both
72,Both scenes have a backdrop that is white.,text,both,both,both
72,Both scenes have text embossed on the backdrop.,text,one,one,both
72,Both scenes have a depiction of a tree.,text,one,one,both
72,Both scenes have a depiction of buildings.,text,one,one,both
72,Both scenes have a depiction of a sky.,text,one,one,both
72,"Both images have a prominent bird figure, which is the main subject of the right image and a part of the left image.",image,both,both,both
72,"The bird figure in both images is depicted in a similar style, with a focus on the wings and tail feathers.",image,one,both,both
72,"The left image has a cartoonish, stylized appearance, while the right image has a more realistic and detailed depiction of the bird.",image,both,both,both
72,"Both images feature a background that is not the main focus, with the left image having a cityscape and the right image having a stone wall.",image,both,both,both
72,"The text ""Babbble"" appears in both images, although it",image,one,both,unknown
72,Both scenes have a backdrop with a white base color.,both,both,both,both
72,Both have a prominent text in the middle of the scene.,both,both,both,both
72,"Both have a depiction of a bird, with the eagle in Scene 2 and the bird in Scene 1.",both,both,both,both
72,"Both have a depiction of a tree, with the tree in Scene 1 and the tree in Scene 2.",both,both,one,both
72,"Both have a depiction of buildings, with the buildings in Scene 1 and the buildings in Scene 2.",both,both,one,both
73,Both scenes are close-up shots of light switches.,text,both,both,both
73,Both scenes have a label on the light switch.,text,both,one,both
73,Both scenes have a wooden board on top of the wall.,text,one,one,both
73,Both scenes have a light switch that is mounted on a wall.,text,both,both,both
73,Both scenes have a light switch that is screwed into a board.,text,both,both,both
73,Both switches are white and have a similar design.,image,one,both,both
73,Both switches have a label on them.,image,both,one,both
73,Both switches are mounted on a wall.,image,both,both,both
73,Both switches have a light indicator.,image,one,one,both
73,Both switches have a power cord coming out of them.,image,unknown,one,one
73,Both light switches are white.,both,one,both,both
73,Both light switches are mounted on a wall.,both,both,both,both
73,Both light switches have labels on them.,both,both,one,both
73,Both light switches have a screw in the center.,both,both,one,one
73,Both light switches have a reflection of windows and trees on them.,both,one,one,one
74,Both scenes have a wooden element.,text,both,both,both
74,Both scenes have a color that is associated with nature (blue in Scene 1 and brown in Scene 2).,text,both,both,both
74,Both scenes have a small object (coffee cup in Scene 1 and puzzle piece in Scene 2).,text,both,both,both
74,Both scenes have a color that is associated with nature (blue in Scene 1 and brown in Scene 2).,text,both,both,both
74,Both scenes have a color that is associated with nature (blue in Scene 1 and brown in Scene 2).,text,both,both,both
74,Both images feature animals: the capybara in the painting and the bird on the puzzle piece.,image,both,both,both
74,"Both animals are depicted in a relaxed or leisurely pose: the capybara is sitting and drinking coffee, while the bird is sitting on the puzzle piece.",image,both,both,both
74,"Both images have a whimsical or humorous element: the capybara drinking coffee is a playful anthropomorphism, and the bird on the puzzle piece adds a quirky twist to the image.",image,both,both,both
74,"Both images are displayed on a wooden surface: the painting is on a wooden board, and the puzzle piece is on a wooden table.",image,both,both,both
74,Both,image,one,both,both
74,Both scenes have a wooden background.,both,one,both,both
74,Both scenes have a green object.,both,one,one,both
74,Both scenes have a hole.,both,one,one,both
74,Both scenes have a piece of paper.,both,unknown,one,both
74,Both scenes have a white object.,both,one,one,both
75,Both scenes have a painting of a child.,text,both,one,both
75,Both scenes have a painting of an animal.,text,both,one,both
75,Both scenes have a painting of a butterfly.,text,one,one,one
75,Both scenes have a painting of a frog.,text,one,one,both
75,Both scenes have a painting of a soccer ball.,text,one,one,both
75,Both images feature a child as the main subject.,image,both,one,both
75,The child in both images is depicted with a smile.,image,both,both,both
75,The child in both images is wearing a yellow shirt.,image,one,both,both
75,The child in both images is wearing red shorts.,image,one,both,both
75,The child in both images is standing on a wooden surface.,image,one,both,both
75,Both scenes have a painting of a smiling character.,both,both,both,both
75,Both scenes have a painting of a frog.,both,one,one,both
75,Both scenes have a painting of a soccer ball.,both,one,one,both
75,Both scenes have a green element in the background.,both,both,one,both
75,Both scenes have a wooden element in the background.,both,both,both,both
76,Both scenes have a dark sky.,text,both,both,both
76,Both scenes have a reflection of trees.,text,one,both,both
76,Both scenes have a logo on the object in the scene.,text,both,one,both
76,Both scenes have a utility pole with wires.,text,one,one,both
76,Both scenes have a car in the scene.,text,unknown,one,one
76,Both images have a strong presence of the color red.,image,one,both,both
76,The statue and the car both have a reflective surface.,image,both,both,both
76,The statue and the car both have a logo or emblem.,image,both,both,both
76,The statue and the car both have a sense of luxury or high status.,image,both,both,both
76,"The statue and the car both have a sense of motion or action, with the statue holding a sword and the car being in motion.",image,one,both,both
76,Both scenes have a statue and a car.,both,one,one,both
76,Both scenes have a blue sky.,both,one,both,both
76,Both scenes have trees.,both,both,one,both
76,Both scenes have a statue with a hat.,both,one,one,both
76,Both scenes have a statue with a sword.,both,one,one,one
77,Both scenes have a wall as a central element.,text,both,both,both
77,"Both scenes have a specific color scheme: red and white in Scene 1, and red and white in Scene 2.",text,both,both,both
77,"Both scenes have a decorative element: the red letters in Scene 1, and the neon sign in Scene 2.",text,both,both,both
77,"Both scenes have a light source: the light shining on the wall in Scene 1, and the sunlight in Scene 2.",text,both,both,both
77,"Both scenes have a partial view of a floor: the gray concrete floor in Scene 1, and the tiled floor in Scene 2.",text,both,both,both
77,"Both images feature the word ""AVOCADO"" in a similar font style.",image,one,both,both
77,"Both images have a red border or outline around the word ""AVOCADO"".",image,one,one,one
77,Both images have a white background.,image,one,both,both
77,Both images have a red and white color scheme.,image,both,both,both
77,"Both images have a decorative element, with the left image having a green leaf and the right image having a red and white striped border.",image,one,both,both
77,Both scenes have a tiled wall.,both,one,both,both
77,Both scenes have a red color scheme.,both,both,both,both
77,Both scenes have a white background.,both,one,both,both
77,Both scenes have a light source.,both,both,one,both
77,Both scenes have a sign or label.,both,both,both,both
78,Both scenes have a nighttime setting.,text,both,both,both
78,Both scenes have a reflection of a building on a window pane.,text,one,one,both
78,Both scenes have a traffic light.,text,one,one,both
78,Both scenes have a street sign.,text,both,one,both
78,Both scenes have a blurred view of a street sign.,text,one,one,both
78,Both images feature a red light.,image,both,both,both
78,Both images have a neon sign.,image,one,one,one
78,Both images have a traffic light.,image,one,one,both
78,Both images have a building in the background.,image,one,one,both
78,Both images have a street sign.,image,both,one,both
78,Both scenes have a nighttime setting.,both,both,both,both
78,Both scenes have traffic lights.,both,one,both,both
78,Both scenes have a sign with an arrow.,both,both,one,both
78,Both scenes have a sign with a bike icon.,both,one,one,both
78,Both scenes have a sign with a train icon.,both,one,one,both
79,Both scenes feature a close-up view of a hand holding playing cards.,text,both,both,both
79,The playing cards are being held in a way that makes it look like the cat is holding them in Scene 1.,text,both,one,both
79,The cards in both scenes have worn edges.,text,both,both,both
79,The cards in both scenes have speckles of filth on them.,text,one,both,both
79,The background of both scenes is out of focus.,text,both,both,both
79,Both images feature a cat.,image,one,one,one
79,The cat is positioned on top of a deck of cards in both images.,image,one,both,one
79,The cat is wearing a white shirt in both images.,image,unknown,both,one
79,The cat's eyes are open in both images.,image,one,both,both
79,The cat's ears are visible in both images.,image,one,both,both
79,Both scenes involve playing cards.,both,both,both,both
79,The cards are held in a way that makes it look like the cat is holding them in Scene 1.,both,both,both,both
79,The cards are being held by a human in Scene 2.,both,both,both,both
79,The cards are in a close-up view in both scenes.,both,both,both,both
79,The cards have worn edges and speckles of filth on them in Scene 2.,both,both,both,both
