dataset_idx,statement,generated_with,eval_text,eval_image,eval_both
70,Both signs are illuminated.,image,one,one,one
70,Both signs are located in a building.,image,one,one,one
70,Both signs are located in a room.,image,one,one,one
70,Both signs are located in a store. ,image,one,one,one
70,Both signs are illuminated with bright colors.,both,one,one,one
70,Both signs are attached to a metal pole.,both,one,one,one
70,Both signs are directional in nature.,both,one,one,one
70,Both signs are located in a dark environment.,both,one,one,one
70,Both signs are located in an indoor setting. ,both,one,one,one
71,Both scenes are indoors.,text,both,one,both
71,Both scenes have a wizard in them.,text,one,one,one
71,Both scenes have a table.,text,one,one,one
71,Both scenes have a chalice.,text,one,one,one
71,Both scenes have a hat. ,text,one,one,one
71,"Both images feature a display of a man dressed as Merlin, a wizard from Arthurian legend.",image,one,one,one
71,The man in the display is wearing a white beard and a blue robe.,image,one,one,one
71,The display is illuminated with purple and blue lights.,image,one,one,one
71,The man in the display is holding a wand.,image,one,one,one
71,The display is placed inside a wooden frame. ,image,one,one,one
71,Both scenes are indoors.,both,both,one,both
71,Both scenes have a wizard in them.,both,one,one,one
71,Both scenes have a toy store theme.,both,one,one,one
71,Both scenes have a red and white color scheme.,both,one,one,one
71,Both scenes have a carnival-like atmosphere. ,both,one,one,one
72,* Both scenes have a white background.,text,one,one,both
72,* Both scenes have text.,text,one,one,both
72,* Both scenes have a blue color.,text,one,one,one
72,* Both scenes have a gray color.,text,one,one,one
72,* Both scenes have a white outline. ,text,one,both,both
72,Both images feature a statue of a bird.,image,one,one,one
72,The bird statue is made of stone.,image,one,one,one
72,The bird statue is located in front of a building.,image,one,one,one
72,"The building has a sign that says ""BABBLE"".",image,one,one,one
72,The bird statue is positioned in front of the building. ,image,one,one,one
72,"Color scheme: Both scenes have a color scheme of blue, white, and gray.",both,one,one,both
72,"Text: Both scenes have text, with ""BABBLE"" in white outlines on a white backdrop in Scene 1, and ""CHATTER"" in bright orange on a white backdrop in Scene 2.",both,one,both,one
72,"Symbolism: Both scenes have a symbolic representation of a bird, with the eagle in Scene 2 and the hot dog cart in Scene 1.",both,one,one,one
72,"Material: Both scenes have a metallic material, with the eagle in Scene",both,one,one,one
73,Both scenes feature a light switch.,text,one,one,both
73,Both scenes have a label on the light switch.,text,one,one,one
73,Both scenes have a wooden board.,text,one,unknown,one
73,Both scenes have a wall.,text,both,unknown,both
73,Both scenes have a reflection of windows and trees. ,text,one,one,one
73,Both light switches are white.,image,one,one,one
73,Both light switches have a label on them.,image,one,one,one
73,Both light switches have three positions.,image,one,one,one
73,Both light switches are mounted on a wall.,image,one,one,both
73,Both light switches are in the same room. ,image,one,one,one
73,Both light switches are mounted on a wooden board.,both,one,one,one
73,Both light switches have labels on them.,both,one,one,one
73,Both light switches are white.,both,one,one,one
73,Both light switches are indented above the label.,both,one,one,one
73,Both light switches are mounted on a wall. ,both,one,one,one
74,Both scenes feature a Capybara and a hen.,text,one,one,one
74,Both scenes have a wooden surface.,text,one,unknown,one
74,Both scenes have a book.,text,one,one,one
74,Both scenes have a coffee cup.,text,one,one,one
74,Both scenes have a boat. ,text,one,one,one
74,Both images feature a wooden surface.,image,one,unknown,one
74,Both images have a picture of a beaver.,image,one,one,one
74,The beaver in both images is holding a cup of coffee.,image,one,one,one
74,The beaver in both images is sitting on a wooden deck.,image,one,one,one
74,The beaver in both images is wearing a red shirt. ,image,one,one,one
74,Both scenes involve animals.,both,one,one,one
74,Both scenes involve reading.,both,one,one,one
74,Both scenes involve drinking coffee.,both,one,one,one
74,Both scenes involve a wooden surface.,both,one,one,one
74,Both scenes involve a puzzle piece. ,both,one,one,one
75,Both scenes contain a painting of a boy and girl.,text,one,one,one
75,Both scenes have text on them.,text,one,one,one
75,Both scenes have a number sequence.,text,one,one,one
75,Both scenes have a mosaic tiled strip.,text,one,one,one
75,Both scenes have a painting of a butterfly. ,text,one,one,one
75,Both images feature a boy.,image,one,one,one
75,The boy in the left image is wearing a blue shirt.,image,one,one,one
75,The boy in the right image is wearing a yellow shirt.,image,one,one,one
75,Both boys are standing in front of a wall.,image,one,one,one
75,The boy in the left image is holding a soccer ball. ,image,one,one,one
75,Both scenes have a boy and a girl in them.,both,one,one,one
75,Both scenes have a number sequence on them.,both,one,one,one
75,Both scenes have a painting of a soccer ball.,both,one,one,one
75,Both scenes have a painting of a frog.,both,one,one,one
75,Both scenes have a painting of a butterfly. ,both,one,one,one
76,Color: Both scenes have a blue element (Captain Morgan's jacket and the BMW car).,text,one,one,both
76,Reflection: Both scenes have a reflection (Captain Morgan's hat and the trees in the car's hood).,text,one,both,one
76,Sky: Both scenes have a sky element (Captain Morgan's nighttime sky and the blue sky in the car's hood).,text,both,both,both
76,Trees: Both scenes have a tree element (Captain Morgan's palm trees and the trees in the car's hood).,text,both,both,both
76,Angle: Both scenes have an angle element (Captain Morgan,text,one,both,both
76,Both images feature a statue of a man dressed in a red coat and a pirate hat.,image,one,one,one
76,The statue is holding a sword in its right hand.,image,one,one,one
76,The statue is sitting on a chair.,image,one,one,one
76,The background of both images shows a night sky with a few clouds.,image,one,one,one
76,"The statue is located in a parking lot, as indicated by the presence of a car in the background. ",image,one,one,one
76,Color: Both the statue and the car are blue.,both,one,one,one
76,Reflection: Both the statue and the car have reflections.,both,one,one,one
76,Sky: Both the statue and the car are under a blue sky.,both,both,both,both
76,Trees: Both the statue and the car are near trees.,both,both,both,both
76,Reflection of trees: Both the statue and the car have reflections of trees. ,both,one,one,one
77,"Both scenes feature a wall with a central, bold, red text.",text,one,one,one
77,Both scenes have a black baseboard.,text,one,one,one
77,Both scenes have a gray floor.,text,one,one,one
77,Both scenes have a light shining on the wall.,text,one,one,one
77,Both scenes have a partial view of a green symbol on the left side. ,text,one,one,one
77,"Both images feature the word ""avocado"" in a stylized font.",image,one,one,one
77,"The word ""avocado"" is written in a maroon or burgundy color.",image,one,one,one
77,The background of both images is a white tile wall.,image,one,one,one
77,"The word ""avocado"" is written in a cursive font.",image,one,one,one
77,"The word ""avocado"" is written in a decorative font. ",image,one,one,one
77,Color: Both scenes feature the color red.,both,both,one,both
77,Lettering: Both scenes have lettering on them.,both,both,one,both
77,Shape: Both scenes have a square shape.,both,both,both,both
77,Location: Both scenes are located in a kitchen.,both,one,one,one
77,Material: Both scenes have a tiled wall. ,both,one,both,one
78,Both scenes feature a reflection of a building in a window.,text,one,one,one
78,Both scenes have a red light illuminated.,text,one,one,one
78,Both scenes have a yellow light illuminated.,text,one,one,one
78,Both scenes have a black power line.,text,one,one,one
78,Both scenes have a street sign. ,text,one,one,one
78,Both images show a street scene at night.,image,one,one,one
78,Both images feature a traffic light.,image,one,one,one
78,Both images show a building with a lit sign.,image,one,one,one
78,Both images show a street sign.,image,one,one,one
78,Both images show a cloudy sky. ,image,one,unknown,one
78,Both scenes have traffic lights.,both,one,one,one
78,Both scenes have street signs.,both,one,unknown,one
78,Both scenes have a reflection of a building.,both,one,one,one
78,Both scenes have a reflection of a tree.,both,one,one,one
78,Both scenes have a reflection of a sky. ,both,one,one,one
79,Both scenes involve playing cards.,text,one,one,one
79,Both scenes involve a close-up view.,text,both,unknown,one
79,Both scenes involve a human hand holding cards.,text,one,one,one
79,Both scenes involve a blurry background.,text,one,unknown,one
79,Both scenes involve a dark brown wooden table. ,text,one,one,one
79,Both images feature a cat.,image,one,unknown,one
79,The cat is holding playing cards in both images.,image,one,one,one
79,The cat is holding a total of 10 cards in both images.,image,one,one,one
79,The cat is holding 5 cards in each image.,image,one,one,one
79,The cat is holding cards in its paws. ,image,one,one,one
79,The cat is holding cards in its paws.,both,one,one,one
79,The person is holding cards in their hands.,both,one,one,one
79,The cat is sitting on a person's lap.,both,one,one,one
79,The person is wearing a white shirt.,both,one,one,one
79,The cat has a white body and white paws. ,both,one,one,one
